recorded_utc,recorded_et,api_as_of_utc,ticker,category,spot,zero_gamma,call_wall,put_wall,oi_call_wall,oi_put_wall
2026-08-27T14:08:14.562429Z,10:08:14,2026-08-27T14:08:13Z,NQ_NDX,gex_full,29529.22,29553.1->29552.59,,,,29663.62->29163.62
2026-08-27T14:08:14.901620Z,10:08:14,2026-08-27T14:08:13Z,NQ_NDX,gex_one,29529.22,29093.62->29613.62,,29063.62->29553.62,,
2026-08-27T14:09:15.157454Z,10:09:15,2026-08-27T14:09:14Z,ES_SPX,gex_zero,7716.0,7712.67->7712.99,,,,
2026-08-27T14:09:15.430100Z,10:09:15,2026-08-27T14:09:14Z,ES_SPX,gex_full,7716.0,,,,7813.5->7913.5,
2026-08-27T14:09:16.164174Z,10:09:16,2026-08-27T14:09:15Z,NQ_NDX,gex_zero,29528.24,29423.62->29508.62,,,,
2026-08-27T14:10:17.096667Z,10:10:17,2026-08-27T14:10:16Z,ES_SPX,gex_zero,7719.12,7712.99->7713.24,,,,
2026-08-27T14:10:17.444003Z,10:10:17,2026-08-27T14:10:16Z,ES_SPX,gex_full,7719.12,7712.67->7712.99,,,,
2026-08-27T14:10:18.095886Z,10:10:18,2026-08-27T14:10:17Z,NQ_NDX,gex_zero,29548.29,29508.62->29423.62,,,,29343.34->29343.52
2026-08-27T14:10:18.651613Z,10:10:18,2026-08-27T14:10:17Z,NQ_NDX,gex_one,29548.29,29613.62->29093.62,,29553.62->29063.62,,
2026-08-27T14:11:19.436034Z,10:11:19,2026-08-27T14:11:18Z,ES_SPX,gex_full,7720.51,,,,7913.5->7813.5,
2026-08-27T14:11:20.026992Z,10:11:20,2026-08-27T14:11:18Z,NQ_NDX,gex_zero,29565.1,29423.62->29423.78,,,,
2026-08-27T14:11:20.366411Z,10:11:20,2026-08-27T14:11:20Z,NQ_NDX,gex_full,29563.06,29552.59->29423.78,,,,
2026-08-27T14:12:20.961511Z,10:12:20,2026-08-27T14:12:20Z,ES_SPX,gex_zero,7719.26,7713.24->7712.99,,,,
2026-08-27T14:12:21.452608Z,10:12:21,2026-08-27T14:12:20Z,ES_SPX,gex_full,7719.26,7712.99->7712.67,,,,
2026-08-27T14:12:21.787867Z,10:12:21,2026-08-27T14:12:20Z,ES_SPX,gex_one,7719.26,7637.3->7645.11,,,,
2026-08-27T14:12:22.059836Z,10:12:22,2026-08-27T14:12:21Z,NQ_NDX,gex_zero,29564.99,,,,,29343.52->29343.62
2026-08-27T14:12:22.356292Z,10:12:22,2026-08-27T14:12:21Z,NQ_NDX,gex_full,29564.99,29423.78->29553.1,,,,
2026-08-27T14:13:22.978474Z,10:13:22,2026-08-27T14:13:22Z,ES_SPX,gex_zero,7718.78,7712.99->7713.75,,,,
2026-08-27T14:13:23.416457Z,10:13:23,2026-08-27T14:13:22Z,ES_SPX,gex_full,7718.78,7712.67->7713.5,,,,
2026-08-27T14:13:23.769357Z,10:13:23,2026-08-27T14:13:22Z,ES_SPX,gex_one,7718.78,7645.11->7637.3,,,,
2026-08-27T14:13:24.115493Z,10:13:24,2026-08-27T14:13:23Z,NQ_NDX,gex_zero,29570.61,29423.78->29509.52,,,,
2026-08-27T14:14:25.159676Z,10:14:25,2026-08-27T14:14:24Z,ES_SPX,gex_zero,7721.14,7713.75->7713.42,,,,
2026-08-27T14:14:25.530319Z,10:14:25,2026-08-27T14:14:24Z,ES_SPX,gex_full,7721.14,7713.5->7713.24,,,,
2026-08-27T14:14:25.822037Z,10:14:25,2026-08-27T14:14:25Z,ES_SPX,gex_one,7720.6,7637.3->7645.55,,,,
2026-08-27T14:14:26.157603Z,10:14:26,2026-08-27T14:14:25Z,NQ_NDX,gex_zero,29586.0,29509.52->29423.62,,,,
2026-08-27T14:15:27.112698Z,10:15:27,2026-08-27T14:15:26Z,ES_SPX,gex_zero,7719.82,7713.42->7713.12,7743.5->7743.12,7703.5->7703.12,7753.5->7753.12,7728.5->7728.12
2026-08-27T14:15:27.549592Z,10:15:27,2026-08-27T14:15:27Z,ES_SPX,gex_full,7720.06,7713.24->7713.21,7743.5->7743.12,7703.5->7703.12,7813.5->7813.12,7513.5->7513.12
2026-08-27T14:15:28.014445Z,10:15:28,2026-08-27T14:15:27Z,ES_SPX,gex_one,7720.06,7645.55->7636.92,7773.5->7773.12,7538.5->7538.12,7743.5->7743.12,7663.5->7663.12
2026-08-27T14:15:28.359516Z,10:15:28,2026-08-27T14:15:27Z,NQ_NDX,gex_zero,29577.58,29423.62->29425.47,29593.62->29595.31,29363.62->29365.31,29573.62->29575.31,29343.62->29345.31
2026-08-27T14:15:28.714971Z,10:15:28,2026-08-27T14:15:27Z,NQ_NDX,gex_full,29577.58,29553.1->29554.79,29593.62->29595.31,29363.62->29365.31,29563.62->29565.31,29163.62->29165.31
2026-08-27T14:15:29.017948Z,10:15:29,2026-08-27T14:15:29Z,NQ_NDX,gex_one,29578.65,29093.62->29095.31,30063.62->30065.31,29063.62->29065.31,29563.62->29565.31,29238.62->29240.31
2026-08-27T14:16:29.311748Z,10:16:29,2026-08-27T14:16:28Z,ES_SPX,gex_zero,7720.11,7713.12->7713.38,,,,
2026-08-27T14:16:29.617755Z,10:16:29,2026-08-27T14:16:28Z,ES_SPX,gex_full,7720.11,7713.21->7713.04,,,,
2026-08-27T14:16:29.929808Z,10:16:29,2026-08-27T14:16:29Z,ES_SPX,gex_one,7720.25,,7773.12->7713.12,,,
2026-08-27T14:16:30.302288Z,10:16:30,2026-08-27T14:16:28Z,NQ_NDX,gex_zero,29576.54,,,,,29345.31->29345.21
2026-08-27T14:17:31.313099Z,10:17:31,2026-08-27T14:17:30Z,ES_SPX,gex_zero,7720.08,7713.38->7713.63,,,,
2026-08-27T14:17:31.701521Z,10:17:31,2026-08-27T14:17:30Z,ES_SPX,gex_full,7720.08,7713.04->7713.38,,,,
2026-08-27T14:17:31.963366Z,10:17:31,2026-08-27T14:17:31Z,ES_SPX,gex_one,7720.14,7636.92->7644.74,7713.12->7773.12,,,
2026-08-27T14:17:32.288075Z,10:17:32,2026-08-27T14:17:30Z,NQ_NDX,gex_zero,29574.3,,,,,29345.21->29345.31
2026-08-27T14:17:32.624272Z,10:17:32,2026-08-27T14:17:32Z,NQ_NDX,gex_full,29575.48,29554.79->29510.31,,,,
2026-08-27T14:18:33.270404Z,10:18:33,2026-08-27T14:18:32Z,ES_SPX,gex_zero,7723.43,7713.63->7713.38,,,,
2026-08-27T14:18:33.654575Z,10:18:33,2026-08-27T14:18:32Z,ES_SPX,gex_full,7723.43,7713.38->7713.12,,,,
2026-08-27T14:18:34.238087Z,10:18:34,2026-08-27T14:18:32Z,NQ_NDX,gex_zero,29586.29,29425.47->29510.31,,,,
2026-08-27T14:18:34.555171Z,10:18:34,2026-08-27T14:18:34Z,NQ_NDX,gex_full,29586.38,29510.31->29425.47,,,,
2026-08-27T14:19:35.569055Z,10:19:35,2026-08-27T14:19:35Z,ES_SPX,gex_full,7724.34,7713.12->7713.04,,,,
2026-08-27T14:19:35.903012Z,10:19:35,2026-08-27T14:19:35Z,ES_SPX,gex_one,7724.34,7644.74->7706.08,,7538.12->7663.12,,
2026-08-27T14:19:36.512512Z,10:19:36,2026-08-27T14:19:36Z,NQ_NDX,gex_full,29583.69,29425.47->29509.41,,,,
2026-08-27T14:20:37.096236Z,10:20:37,2026-08-27T14:20:36Z,ES_SPX,gex_zero,7723.84,7713.38->7713.21,,,,
2026-08-27T14:20:37.456654Z,10:20:37,2026-08-27T14:20:36Z,ES_SPX,gex_full,7723.84,7713.04->7712.87,,,,
2026-08-27T14:20:37.757911Z,10:20:37,2026-08-27T14:20:36Z,ES_SPX,gex_one,7723.84,,,7663.12->7673.12,,
2026-08-27T14:20:38.009181Z,10:20:38,2026-08-27T14:20:36Z,NQ_NDX,gex_zero,29580.82,29510.31->29425.47,,,,29345.31->29345.21
2026-08-27T14:21:38.966160Z,10:21:38,2026-08-27T14:21:38Z,ES_SPX,gex_zero,7724.07,7713.21->7713.38,,,,
2026-08-27T14:21:39.357895Z,10:21:39,2026-08-27T14:21:38Z,ES_SPX,gex_full,7724.07,7712.87->7713.12,,,,
2026-08-27T14:21:39.772685Z,10:21:39,2026-08-27T14:21:38Z,ES_SPX,gex_one,7724.07,,,7673.12->7663.12,,
2026-08-27T14:21:40.092420Z,10:21:40,2026-08-27T14:21:39Z,NQ_NDX,gex_zero,29584.45,29425.47->29525.31,,,,
2026-08-27T14:22:41.588524Z,10:22:41,2026-08-27T14:22:41Z,ES_SPX,gex_one,7722.56,7706.08->7706.51,,,,
2026-08-27T14:22:42.223231Z,10:22:42,2026-08-27T14:22:42Z,NQ_NDX,gex_full,29576.04,29509.41->29555.15,,,,
2026-08-27T14:23:42.888624Z,10:23:42,2026-08-27T14:23:41Z,ES_SPX,gex_zero,7725.54,7713.38->7713.63,,,,
2026-08-27T14:23:43.181761Z,10:23:43,2026-08-27T14:23:41Z,ES_SPX,gex_full,7725.54,7713.12->7713.38,,,,
2026-08-27T14:23:43.497110Z,10:23:43,2026-08-27T14:23:43Z,ES_SPX,gex_one,7725.51,7706.51->7692.62,,,,
2026-08-27T14:23:43.848389Z,10:23:43,2026-08-27T14:23:42Z,NQ_NDX,gex_zero,29596.93,29525.31->29510.31,,29365.31->29495.31,,29345.21->29345.31
2026-08-27T14:23:44.139592Z,10:23:44,2026-08-27T14:23:44Z,NQ_NDX,gex_full,29597.48,29555.15->29554.79,,,,
2026-08-27T14:24:44.785642Z,10:24:44,2026-08-27T14:24:43Z,ES_SPX,gex_zero,7722.96,7713.63->7714.32,,,,
2026-08-27T14:24:45.218816Z,10:24:45,2026-08-27T14:24:43Z,ES_SPX,gex_full,7722.96,7713.38->7713.95,,,,
2026-08-27T14:24:45.541535Z,10:24:45,2026-08-27T14:24:45Z,ES_SPX,gex_one,7723.28,7692.62->7693.95,,,,
2026-08-27T14:24:45.886457Z,10:24:45,2026-08-27T14:24:45Z,NQ_NDX,gex_zero,29577.99,,,29495.31->29265.31,,
2026-08-27T14:24:46.225631Z,10:24:46,2026-08-27T14:24:45Z,NQ_NDX,gex_full,29577.99,29554.79->29555.15,,29365.31->29265.31,,
2026-08-27T14:25:47.223029Z,10:25:47,2026-08-27T14:25:47Z,ES_SPX,gex_full,7724.59,7713.95->7714.32,,,,
2026-08-27T14:25:47.574523Z,10:25:47,2026-08-27T14:25:47Z,ES_SPX,gex_one,7724.59,7693.95->7692.62,,,,
2026-08-27T14:26:48.988096Z,10:26:48,2026-08-27T14:26:48Z,ES_SPX,gex_full,7726.28,7714.32->7713.95,,,,
2026-08-27T14:27:50.707439Z,10:27:50,2026-08-27T14:27:50Z,ES_SPX,gex_zero,7729.14,7714.32->7713.95,,,,
2026-08-27T14:27:51.093903Z,10:27:51,2026-08-27T14:27:50Z,ES_SPX,gex_full,7729.14,7713.95->7713.63,,,,
2026-08-27T14:27:51.438510Z,10:27:51,2026-08-27T14:27:50Z,ES_SPX,gex_one,7729.14,7692.62->7693.63,,,,
2026-08-27T14:27:51.960361Z,10:27:51,2026-08-27T14:27:51Z,NQ_NDX,gex_full,29618.5,29555.15->29554.79,,,,
2026-08-27T14:27:52.223548Z,10:27:52,2026-08-27T14:27:51Z,NQ_NDX,gex_one,29618.5,29095.31->29625.31,,29065.31->29555.31,,
2026-08-27T14:28:52.545903Z,10:28:52,2026-08-27T14:28:51Z,ES_SPX,gex_zero,7726.4,7713.95->7714.74,,,,
2026-08-27T14:28:52.924373Z,10:28:52,2026-08-27T14:28:51Z,ES_SPX,gex_full,7726.4,7713.63->7714.32,,,,
2026-08-27T14:28:53.235824Z,10:28:53,2026-08-27T14:28:52Z,ES_SPX,gex_one,7726.11,7693.63->7692.87,,,,
2026-08-27T14:29:54.497317Z,10:29:54,2026-08-27T14:29:54Z,ES_SPX,gex_zero,7727.76,7714.74->7714.32,,,,
2026-08-27T14:30:56.404873Z,10:30:56,2026-08-27T14:30:56Z,ES_SPX,gex_zero,7722.96,7714.32->7715.09,7743.12->7743.04,7703.12->7703.04,7753.12->7753.04,7728.12->7728.04
2026-08-27T14:30:56.709839Z,10:30:56,2026-08-27T14:30:56Z,ES_SPX,gex_full,7722.96,7714.32->7714.65,7743.12->7743.04,7703.12->7703.04,7813.12->7913.04,7513.12->7513.04
2026-08-27T14:30:57.054067Z,10:30:57,2026-08-27T14:30:56Z,ES_SPX,gex_one,7722.96,7692.87->7693.3,7773.12->7773.04,7663.12->7663.04,7743.12->7743.04,7663.12->7663.04
2026-08-27T14:30:57.287711Z,10:30:57,2026-08-27T14:30:56Z,NQ_NDX,gex_zero,29577.25,29510.31->29510.27,29595.31->29594.37,29265.31->29264.37,29575.31->29574.37,29345.31->29344.37
2026-08-27T14:30:57.632211Z,10:30:57,2026-08-27T14:30:56Z,NQ_NDX,gex_full,29577.25,29554.79->29553.85,29595.31->29594.37,29265.31->29264.37,29565.31->29564.37,29165.31->29164.37
2026-08-27T14:30:57.857314Z,10:30:57,2026-08-27T14:30:57Z,NQ_NDX,gex_one,29575.95,29625.31->29624.37,30065.31->30064.37,29555.31->29554.37,29565.31->29564.37,29240.31->29239.37
2026-08-27T14:31:58.218459Z,10:31:58,2026-08-27T14:31:56Z,ES_SPX,gex_zero,7723.97,7715.09->7714.65,,,,
2026-08-27T14:31:59.159802Z,10:31:59,2026-08-27T14:31:57Z,NQ_NDX,gex_zero,29579.26,29510.27->29525.39,,,,
2026-08-27T14:33:00.096999Z,10:33:00,2026-08-27T14:33:00Z,ES_SPX,gex_zero,7723.1,7714.65->7715.09,,,,
2026-08-27T14:33:00.494653Z,10:33:00,2026-08-27T14:33:00Z,ES_SPX,gex_full,7723.1,,,,7913.04->7813.04,
2026-08-27T14:33:00.826680Z,10:33:00,2026-08-27T14:33:00Z,ES_SPX,gex_one,7723.1,7693.3->7706.43,,,,
2026-08-27T14:33:01.179781Z,10:33:01,2026-08-27T14:33:00Z,NQ_NDX,gex_zero,29577.42,29525.39->29522.71,,,,
2026-08-27T14:33:01.477608Z,10:33:01,2026-08-27T14:33:00Z,NQ_NDX,gex_full,29577.42,29553.85->29523.35,,,,
2026-08-27T14:34:02.773929Z,10:34:02,2026-08-27T14:34:02Z,ES_SPX,gex_one,7726.12,7706.43->7693.3,,,,
2026-08-27T14:35:04.271055Z,10:35:04,2026-08-27T14:35:04Z,ES_SPX,gex_full,7724.76,7714.65->7715.09,,,,
2026-08-27T14:35:04.626403Z,10:35:04,2026-08-27T14:35:04Z,ES_SPX,gex_one,7724.76,7693.3->7693.12,,,,
2026-08-27T14:36:06.507291Z,10:36:06,2026-08-27T14:36:06Z,ES_SPX,gex_one,7728.4,7693.12->7706.84,,,,
2026-08-27T14:37:07.988898Z,10:37:07,2026-08-27T14:37:06Z,ES_SPX,gex_full,7729.02,7715.09->7714.65,,,,
2026-08-27T14:37:08.324058Z,10:37:08,2026-08-27T14:37:08Z,ES_SPX,gex_one,7729.37,7706.84->7693.04,,,,
2026-08-27T14:38:09.524562Z,10:38:09,2026-08-27T14:38:09Z,ES_SPX,gex_zero,7728.72,7715.09->7715.54,,,,
2026-08-27T14:38:09.838893Z,10:38:09,2026-08-27T14:38:09Z,ES_SPX,gex_full,7728.72,7714.65->7715.09,,,,
2026-08-27T14:38:10.180423Z,10:38:10,2026-08-27T14:38:09Z,ES_SPX,gex_one,7728.72,7693.04->7706.84,,,,
2026-08-27T14:38:10.519494Z,10:38:10,2026-08-27T14:38:10Z,NQ_NDX,gex_zero,29586.86,,29594.37->29664.37,,,
2026-08-27T14:38:10.756827Z,10:38:10,2026-08-27T14:38:10Z,NQ_NDX,gex_full,29586.86,29523.35->29525.39,,,,
2026-08-27T14:39:11.411068Z,10:39:11,2026-08-27T14:39:10Z,ES_SPX,gex_zero,7727.51,7715.54->7715.09,,,,
2026-08-27T14:39:12.052216Z,10:39:12,2026-08-27T14:39:11Z,ES_SPX,gex_one,7726.76,7706.84->7706.43,,,,
2026-08-27T14:39:12.392878Z,10:39:12,2026-08-27T14:39:11Z,NQ_NDX,gex_zero,29570.3,29522.71->29510.27,29664.37->29594.37,,,29344.37->29344.27
2026-08-27T14:39:12.658580Z,10:39:12,2026-08-27T14:39:11Z,NQ_NDX,gex_full,29570.3,29525.39->29553.34,,,,
2026-08-27T14:40:13.272663Z,10:40:13,2026-08-27T14:40:12Z,ES_SPX,gex_zero,7724.35,7715.09->7715.54,,,,
2026-08-27T14:40:13.554188Z,10:40:13,2026-08-27T14:40:12Z,ES_SPX,gex_full,7724.35,7715.09->7715.54,,,,
2026-08-27T14:40:13.863453Z,10:40:13,2026-08-27T14:40:12Z,ES_SPX,gex_one,7724.35,7706.43->7706.84,,,,
2026-08-27T14:40:14.083532Z,10:40:14,2026-08-27T14:40:13Z,NQ_NDX,gex_zero,29549.92,29510.27->29526.03,,,,29344.27->29342.28
2026-08-27T14:40:14.475665Z,10:40:14,2026-08-27T14:40:13Z,NQ_NDX,gex_full,29549.92,29553.34->29551.95,,,,
2026-08-27T14:41:15.458116Z,10:41:15,2026-08-27T14:41:14Z,ES_SPX,gex_full,7726.35,7715.54->7715.09,,,,
2026-08-27T14:41:16.471063Z,10:41:16,2026-08-27T14:41:15Z,NQ_NDX,gex_full,29556.69,29551.95->29553.34,,,,
2026-08-27T14:42:18.722428Z,10:42:18,2026-08-27T14:42:18Z,NQ_NDX,gex_one,29563.49,29624.37->29094.37,,29554.37->29064.37,,
2026-08-27T14:43:19.503975Z,10:43:19,2026-08-27T14:43:18Z,ES_SPX,gex_full,7727.6,7715.09->7715.54,,,,
2026-08-27T14:43:19.757948Z,10:43:19,2026-08-27T14:43:18Z,ES_SPX,gex_one,7727.6,7706.84->7706.43,,,,
2026-08-27T14:43:20.119824Z,10:43:20,2026-08-27T14:43:18Z,NQ_NDX,gex_zero,29560.6,29526.03->29521.97,,,,29342.28->29339.45
2026-08-27T14:43:20.529262Z,10:43:20,2026-08-27T14:43:18Z,NQ_NDX,gex_full,29560.6,29553.34->29552.7,,,,
2026-08-27T14:44:21.796383Z,10:44:21,2026-08-27T14:44:21Z,ES_SPX,gex_one,7726.01,7706.43->7706.84,,,,
2026-08-27T14:44:22.065283Z,10:44:22,2026-08-27T14:44:21Z,NQ_NDX,gex_zero,29546.14,29521.97->29510.27,,,,
2026-08-27T14:44:22.371290Z,10:44:22,2026-08-27T14:44:21Z,NQ_NDX,gex_full,29546.14,29552.7->29526.03,,,,
2026-08-27T14:45:22.927900Z,10:45:22,2026-08-27T14:45:21Z,ES_SPX,gex_zero,7726.71,7715.54->7716.5,7743.04->7743.55,7703.04->7703.55,7753.04->7753.55,7728.04->7728.55
2026-08-27T14:45:23.350336Z,10:45:23,2026-08-27T14:45:23Z,ES_SPX,gex_full,7727.69,7715.54->7716.05,7743.04->7743.55,7703.04->7703.55,7813.04->7813.55,7513.04->7513.55
2026-08-27T14:45:23.695387Z,10:45:23,2026-08-27T14:45:23Z,ES_SPX,gex_one,7727.69,7706.84->7707.35,7773.04->7773.55,7663.04->7663.55,7743.04->7743.55,7663.04->7663.55
2026-08-27T14:45:23.993276Z,10:45:23,2026-08-27T14:45:23Z,NQ_NDX,gex_zero,29555.56,29510.27->29519.72,29594.37->29592.12,29264.37->29262.12,29574.37->29572.12,29339.45->29337.21
2026-08-27T14:45:24.370009Z,10:45:24,2026-08-27T14:45:23Z,NQ_NDX,gex_full,29555.56,29526.03->29523.79,29594.37->29592.12,29264.37->29262.12,29564.37->29562.12,29164.37->29162.12
2026-08-27T14:45:24.736829Z,10:45:24,2026-08-27T14:45:23Z,NQ_NDX,gex_one,29555.56,29094.37->29092.12,30064.37->30062.12,29064.37->29062.12,29564.37->29562.12,29239.37->29237.12
2026-08-27T14:46:26.246721Z,10:46:26,2026-08-27T14:46:25Z,NQ_NDX,gex_full,29559.0,29523.79->29508.03,,,,
2026-08-27T14:47:26.878362Z,10:47:26,2026-08-27T14:47:26Z,ES_SPX,gex_zero,7726.06,7716.5->7716.05,,,,
2026-08-27T14:47:27.186312Z,10:47:27,2026-08-27T14:47:26Z,ES_SPX,gex_full,7726.06,7716.05->7715.6,,,,
2026-08-27T14:47:27.863440Z,10:47:27,2026-08-27T14:47:27Z,NQ_NDX,gex_zero,29537.93,29519.72->29508.03,,,,29337.21->29340.89
2026-08-27T14:47:28.130975Z,10:47:28,2026-08-27T14:47:27Z,NQ_NDX,gex_full,29537.93,29508.03->29520.47,,,,
2026-08-27T14:47:28.468061Z,10:47:28,2026-08-27T14:47:27Z,NQ_NDX,gex_one,29537.93,29092.12->29122.12,,,,
2026-08-27T14:48:29.039702Z,10:48:29,2026-08-27T14:48:27Z,ES_SPX,gex_full,7728.02,7715.6->7716.05,,,,
2026-08-27T14:48:29.328406Z,10:48:29,2026-08-27T14:48:29Z,ES_SPX,gex_one,7728.23,7707.35->7707.72,,,,
2026-08-27T14:48:29.560580Z,10:48:29,2026-08-27T14:48:28Z,NQ_NDX,gex_zero,29558.35,29508.03->29524.54,,,,
2026-08-27T14:48:29.861439Z,10:48:29,2026-08-27T14:48:28Z,NQ_NDX,gex_full,29558.35,29520.47->29508.03,,,,
2026-08-27T14:49:30.466839Z,10:49:30,2026-08-27T14:49:30Z,ES_SPX,gex_zero,7732.78,7716.05->7716.93,,,,
2026-08-27T14:49:30.888137Z,10:49:30,2026-08-27T14:49:30Z,ES_SPX,gex_full,7732.78,7716.05->7716.5,,,,
2026-08-27T14:49:31.767885Z,10:49:31,2026-08-27T14:49:31Z,NQ_NDX,gex_zero,29586.48,29524.54->29519.72,29592.12->29612.12,,,
2026-08-27T14:49:32.128821Z,10:49:32,2026-08-27T14:49:31Z,NQ_NDX,gex_full,29586.48,29508.03->29552.29,29592.12->29612.12,,,
2026-08-27T14:50:32.725381Z,10:50:32,2026-08-27T14:50:32Z,ES_SPX,gex_zero,7733.68,7716.93->7716.5,,,,
2026-08-27T14:50:34.092427Z,10:50:34,2026-08-27T14:50:33Z,NQ_NDX,gex_full,29590.02,29552.29->29586.87,,,,
2026-08-27T14:51:35.340289Z,10:51:35,2026-08-27T14:51:34Z,ES_SPX,gex_one,7732.58,7707.72->7708.04,,,,
2026-08-27T14:51:35.861872Z,10:51:35,2026-08-27T14:51:35Z,NQ_NDX,gex_full,29587.8,29586.87->29551.61,,,,
2026-08-27T14:52:32.369106Z,10:52:32,2026-08-27T14:52:31Z,NQ_NDX,gex_zero,29589.85,,,29262.12->29462.12,,
2026-08-27T14:52:35.407723Z,10:52:35,2026-08-27T14:52:34Z,NQ_NDX,gex_full,29590.85,,,29262.12->29462.12,,
2026-08-27T14:53:39.311786Z,10:53:39,2026-08-27T14:53:37Z,NQ_NDX,gex_zero,29577.52,29519.72->29508.03,,29462.12->29262.12,,29340.89->29340.48
2026-08-27T14:53:39.671187Z,10:53:39,2026-08-27T14:53:39Z,NQ_NDX,gex_full,29574.8,29551.61->29523.79,,29462.12->29262.12,,
2026-08-27T14:54:40.263725Z,10:54:40,2026-08-27T14:54:40Z,ES_SPX,gex_zero,7731.83,7716.5->7717.35,,,,
2026-08-27T14:54:40.686770Z,10:54:40,2026-08-27T14:54:40Z,ES_SPX,gex_full,7731.83,7716.5->7717.35,,,,
2026-08-27T14:54:41.252953Z,10:54:41,2026-08-27T14:54:41Z,NQ_NDX,gex_zero,29573.0,29508.03->29518.9,,,,29340.48->29337.21
2026-08-27T14:54:41.586079Z,10:54:41,2026-08-27T14:54:41Z,NQ_NDX,gex_full,29573.0,29523.79->29551.61,,,,
2026-08-27T14:55:42.129694Z,10:55:42,2026-08-27T14:55:42Z,ES_SPX,gex_zero,7730.51,7717.35->7716.93,,,,
2026-08-27T14:55:42.474980Z,10:55:42,2026-08-27T14:55:42Z,ES_SPX,gex_full,7730.51,7717.35->7716.93,,,,
2026-08-27T14:55:42.818218Z,10:55:42,2026-08-27T14:55:42Z,ES_SPX,gex_one,7730.51,7708.04->7708.46,,,,
2026-08-27T14:55:43.417129Z,10:55:43,2026-08-27T14:55:43Z,NQ_NDX,gex_full,29558.59,,,29262.12->29462.12,,
2026-08-27T14:56:44.774984Z,10:56:44,2026-08-27T14:56:44Z,ES_SPX,gex_one,7730.23,7708.46->7708.55,7773.55->7763.55,,,
2026-08-27T14:56:45.007153Z,10:56:45,2026-08-27T14:56:44Z,NQ_NDX,gex_zero,29567.79,29518.9->29525.37,,,,
2026-08-27T14:57:46.708845Z,10:57:46,2026-08-27T14:57:46Z,ES_SPX,gex_one,7732.27,7708.55->7708.04,,,,
2026-08-27T14:57:47.078053Z,10:57:47,2026-08-27T14:57:46Z,NQ_NDX,gex_zero,29587.97,29525.37->29518.03,,,,
2026-08-27T14:57:47.384424Z,10:57:47,2026-08-27T14:57:47Z,NQ_NDX,gex_full,29588.36,29551.61->29518.9,,29462.12->29262.12,,
2026-08-27T14:58:47.994887Z,10:58:47,2026-08-27T14:58:48Z,ES_SPX,gex_zero,7733.15,7716.93->7717.35,,,,
2026-08-27T14:58:48.665709Z,10:58:48,2026-08-27T14:58:48Z,ES_SPX,gex_one,7733.15,7708.04->7708.46,,,,
2026-08-27T14:58:49.263577Z,10:58:49,2026-08-27T14:58:49Z,NQ_NDX,gex_full,29595.38,29518.9->29508.9,,,,
2026-08-27T14:59:50.152511Z,10:59:50,2026-08-27T14:59:50Z,ES_SPX,gex_full,7734.3,7716.93->7717.35,,,,
2026-08-27T14:59:50.511000Z,10:59:50,2026-08-27T14:59:50Z,ES_SPX,gex_one,7734.3,7708.46->7708.63,,,,7663.55->7713.55
2026-08-27T14:59:50.811780Z,10:59:50,2026-08-27T14:59:50Z,NQ_NDX,gex_zero,29595.6,29518.03->29508.9,29612.12->29662.12,,,29337.21->29337.12
2026-08-27T14:59:51.081643Z,10:59:51,2026-08-27T14:59:50Z,NQ_NDX,gex_full,29595.6,29508.9->29549.71,,,,
2026-08-27T15:00:51.713633Z,11:00:51,2026-08-27T15:00:51Z,ES_SPX,gex_zero,7736.04,7717.35->7717.97,7743.55->7743.8,7703.55->7703.8,7753.55->7753.8,7728.55->7728.8
2026-08-27T15:00:52.030240Z,11:00:52,2026-08-27T15:00:51Z,ES_SPX,gex_full,7736.04,7717.35->7717.97,7743.55->7743.8,7703.55->7703.8,7813.55->7813.8,7513.55->7513.8
2026-08-27T15:00:52.354714Z,11:00:52,2026-08-27T15:00:52Z,ES_SPX,gex_one,7735.92,7708.63->7708.88,7763.55->7763.8,7663.55->7663.8,7743.55->7743.8,7713.55->7713.8
2026-08-27T15:00:52.688544Z,11:00:52,2026-08-27T15:00:52Z,NQ_NDX,gex_zero,29600.94,29508.9->29526.28,29662.12->29613.03,29262.12->29463.03,29572.12->29573.03,29337.12->29338.03
2026-08-27T15:00:52.937867Z,11:00:52,2026-08-27T15:00:52Z,NQ_NDX,gex_full,29600.94,29549.71->29550.61,29612.12->29613.03,29262.12->29463.03,29562.12->29563.03,29162.12->29163.03
2026-08-27T15:00:53.296263Z,11:00:53,2026-08-27T15:00:52Z,NQ_NDX,gex_one,29600.94,29122.12->29123.03,30062.12->30063.03,29062.12->29063.03,29562.12->29563.03,29237.12->29238.03
2026-08-27T15:01:54.422653Z,11:01:54,2026-08-27T15:01:52Z,NQ_NDX,gex_zero,29609.67,,29613.03->29663.03,29463.03->29263.03,,
2026-08-27T15:01:54.751671Z,11:01:54,2026-08-27T15:01:54Z,NQ_NDX,gex_full,29608.93,29550.61->29553.54,,,,
2026-08-27T15:02:56.271488Z,11:02:56,2026-08-27T15:02:55Z,NQ_NDX,gex_zero,29608.7,29526.28->29510.63,29663.03->29613.03,29263.03->29463.03,,
2026-08-27T15:02:56.609040Z,11:02:56,2026-08-27T15:02:55Z,NQ_NDX,gex_full,29608.7,29553.54->29518.93,,,,
